1, 1000, 0
2, 1000, 0
3, 1000, 0
4, 1000, 0
5, 1000, 1
1, 1000, 0
2, 1000, 0
3, 1000, 0
4, 1000, 0
5, 1000, 1
1, 1000, 0
2, 1000, 0
3, 1000, 0
4, 1000, 0
5, 1000, 0
1, 1000, 0
2, 1000, 1
3, 1000, 1
4, 1000, 0
5, 1000, 0
1, 1000, 0
2, 1000, 0
3, 1000, 0
4, 1000, 0
5, 1000, 0
1, 2000, 0
2, 2000, 0
3, 2000, 0
4, 2000, 0
5, 2000, 1
1, 2000, 1
2, 2000, 0
3, 2000, 0
4, 2000, 1
5, 2000, 0
1, 2000, 1
2, 2000, 1
3, 2000, 1
4, 2000, 1
5, 2000, 1
1, 2000, 0
2, 2000, 0
3, 2000, 0
4, 2000, 0
5, 2000, 0
1, 2000, 0
2, 2000, 0
3, 2000, 0
4, 2000, 0
5, 2000, 0
1, 4000, 1
2, 4000, 0
3, 4000, 0
4, 4000, 0
5, 4000, 0
1, 4000, 1
2, 4000, 0
3, 4000, 1
4, 4000, 0
5, 4000, 0
1, 4000, 1
2, 4000, 1
3, 4000, 0
4, 4000, 0
5, 4000, 1
1, 4000, 1
2, 4000, 1
3, 4000, 0
4, 4000, 0
5, 4000, 1
1, 4000, 1
2, 4000, 0
3, 4000, 0
4, 4000, 1
5, 4000, 1
1, 6000, 1
2, 6000, 1
3, 6000, 0
4, 6000, 1
5, 6000, 0
1, 6000, 2
2, 6000, 2
3, 6000, 0
4, 6000, 1
5, 6000, 1
1, 6000, 1
2, 6000, 2
3, 6000, 1
4, 6000, 0
5, 6000, 1
1, 6000, 1
2, 6000, 1
3, 6000, 0
4, 6000, 1
5, 6000, 1
1, 6000, 1
2, 6000, 1
3, 6000, 1
4, 6000, 1
5, 6000, 1
1, 8000, 2
2, 8000, 1
3, 8000, 1
4, 8000, 2
5, 8000, 1
1, 8000, 2
2, 8000, 1
3, 8000, 1
4, 8000, 1
5, 8000, 1
1, 8000, 2
2, 8000, 2
3, 8000, 1
4, 8000, 1
5, 8000, 2
1, 8000, 2
2, 8000, 1
3, 8000, 1
4, 8000, 1
5, 8000, 1
1, 8000, 2
2, 8000, 1
3, 8000, 1
4, 8000, 1
5, 8000, 1
1, 10000, 2
2, 10000, 1
3, 10000, 1
4, 10000, 2
5, 10000, 2
1, 10000, 2
2, 10000, 1
3, 10000, 1
4, 10000, 2
5, 10000, 2
1, 10000, 2
2, 10000, 1
3, 10000, 1
4, 10000, 2
5, 10000, 1
1, 10000, 3
2, 10000, 1
3, 10000, 1
4, 10000, 2
5, 10000, 1
1, 10000, 2
2, 10000, 2
3, 10000, 1
4, 10000, 1
5, 10000, 1
1, 12000, 3
2, 12000, 2
3, 12000, 2
4, 12000, 2
5, 12000, 2
1, 12000, 3
2, 12000, 3
3, 12000, 1
4, 12000, 1
5, 12000, 1
1, 12000, 3
2, 12000, 2
3, 12000, 2
4, 12000, 2
5, 12000, 2
1, 12000, 3
2, 12000, 2
3, 12000, 1
4, 12000, 2
5, 12000, 2
1, 12000, 3
2, 12000, 2
3, 12000, 2
4, 12000, 2
5, 12000, 2
1, 14000, 3
2, 14000, 2
3, 14000, 1
4, 14000, 3
5, 14000, 2
1, 14000, 3
2, 14000, 2
3, 14000, 1
4, 14000, 3
5, 14000, 2
1, 14000, 3
2, 14000, 3
3, 14000, 2
4, 14000, 3
5, 14000, 1
1, 14000, 3
2, 14000, 2
3, 14000, 1
4, 14000, 3
5, 14000, 1
1, 14000, 3
2, 14000, 2
3, 14000, 2
4, 14000, 3
5, 14000, 2
1, 16000, 5
2, 16000, 2
3, 16000, 3
4, 16000, 2
5, 16000, 3
1, 16000, 4
2, 16000, 4
3, 16000, 2
4, 16000, 2
5, 16000, 2
1, 16000, 4
2, 16000, 4
3, 16000, 2
4, 16000, 2
5, 16000, 3
1, 16000, 4
2, 16000, 3
3, 16000, 2
4, 16000, 4
5, 16000, 2
1, 16000, 3
2, 16000, 5
3, 16000, 2
4, 16000, 2
5, 16000, 2
1, 18000, 5
2, 18000, 3
3, 18000, 3
4, 18000, 3
5, 18000, 2
1, 18000, 5
2, 18000, 3
3, 18000, 3
4, 18000, 2
5, 18000, 3
1, 18000, 4
2, 18000, 3
3, 18000, 2
4, 18000, 3
5, 18000, 2
1, 18000, 5
2, 18000, 5
3, 18000, 2
4, 18000, 4
5, 18000, 2
1, 18000, 5
2, 18000, 3
3, 18000, 3
4, 18000, 3
5, 18000, 2
1, 20000, 5
2, 20000, 4
3, 20000, 3
4, 20000, 5
5, 20000, 3
1, 20000, 6
2, 20000, 6
3, 20000, 4
4, 20000, 4
5, 20000, 3
1, 20000, 5
2, 20000, 5
3, 20000, 4
4, 20000, 3
5, 20000, 3
1, 20000, 4
2, 20000, 4
3, 20000, 4
4, 20000, 3
5, 20000, 3
1, 20000, 4
2, 20000, 6
3, 20000, 4
4, 20000, 3
5, 20000, 4
